CustomerID,Name,City,Age,Income,SignupDate,PurchaseAmount
CUST1071,Sneha Gupta,Bangalore,49.0,30000.0,2024-02-01,14687.0
CUST1072,Rahul Verma,Kolkata,66.0,68262.0,2025-01-23,46099.0
CUST1073,Pooja Iyer,MUMBAI,20.0,100583.0,2024-06-02,20266.0
CUST1074,Pooja Iyer,Delhi,,18235.0,2023-03-16,31989.0
CUST1075,Rahul Verma,delhi,39.0,119867.0,2024-07-13,
CUST1076,Priya Singh,Kolkata,67.0,98159.0,2024-01-03,25958.0
CUST1077,Anjali Nair,Kolkata,45.0,100538.0,2023-03-10,48742.0
CUST1078,Sneha Gupta,Chennai,37.0,125442.0,2025-02-11,34746.0
CUST1079,Priya Singh,,,44807.0,2024-04-02,4162.0
CUST1080,Anjali Nair,Kolkata,54.0,130161.0,2023-01-27,37099.0
CUST1081,Sneha Gupta,Delhi,-5.0,28350.0,2024-11-26,28919.0
CUST1082,Rahul Verma,Chennai,64.0,22926.0,2023-10-25,6284.0
CUST1083,Rahul Verma,delhi,59.0,118951.0,2023-02-22,25700.0
CUST1084,Amit Sharma,Mumbai,51.0,69082.0,2023-12-03,27260.0
CUST1085,Vikram Rao,MUMBAI,22.0,32049.0,2023-02-09,44584.0
CUST1086,Priya Singh,Kolkata,23.0,123673.0,2023-10-09,40040.0
CUST1087,Priya Singh,Chennai,34.0,98747.0,2024-08-21,30273.0
CUST1088,Vikram Rao,Mumbai,63.0,128886.0,2024-03-14,25212.0
CUST1089,Vikram Rao,Chennai,-5.0,116160.0,2023-05-19,8747.0
CUST1090,Rahul Verma,MUMBAI,61.0,45202.0,2023-01-21,4741.0
CUST1091,Sneha Gupta,Bangalore,28.0,55487.0,2023-06-29,43248.0
CUST1092,Amit Sharma,Delhi,56.0,79117.0,2025-04-02,1522.0
CUST1093,Amit Sharma,delhi,43.0,123023.0,2024-06-07,27466.0
CUST1094,Amit Sharma,Delhi,25.0,81383.0,2023-01-16,3357.0
CUST1095,Rahul Verma,Kolkata,39.0,83539.0,2024-10-15,41373.0
CUST1096,Amit Sharma,Bangalore,21.0,140932.0,2023-03-17,9274.0
CUST1097,Karan Mehta,,30.0,28888.0,2024-08-11,30853.0
CUST1098,Sneha Gupta,Delhi,32.0,147075.0,2025-03-18,45649.0
CUST1099,Rahul Verma,MUMBAI,50.0,84292.0,2024-07-26,29981.0
CUST1100,Vikram Rao,Chennai,46.0,146838.0,2024-05-03,
CUST1101,Sneha Gupta,MUMBAI,66.0,145153.0,2023-07-26,
CUST1102,Vikram Rao,Kolkata,48.0,86493.0,2023-01-09,30116.0
CUST1103,Amit Sharma,Bangalore,61.0,74668.0,2024-11-13,6558.0
CUST1104,Priya Singh,Bangalore,62.0,39889.0,2025-01-19,38432.0
CUST1105,Pooja Iyer,Kolkata,49.0,127397.0,2025-05-17,47429.0
CUST1106,Rahul Verma,Kolkata,34.0,99557.0,2023-08-04,17409.0
CUST1107,Anjali Nair,delhi,37.0,65372.0,2023-01-09,
CUST1108,Amit Sharma,Mumbai,19.0,73504.0,2023-11-06,38914.0
CUST1109,Anjali Nair,Kolkata,48.0,21589.0,2023-06-08,23429.0
CUST1110,Pooja Iyer,,32.0,70386.0,2024-05-17,9918.0
CUST1111,Rahul Verma,MUMBAI,36.0,115855.0,2024-06-23,24986.0
CUST1112,Pooja Iyer,Delhi,150.0,100800.0,2023-04-11,23324.0
CUST1113,Pooja Iyer,MUMBAI,46.0,106557.0,2024-02-28,12556.0
CUST1114,Priya Singh,Bangalore,33.0,93409.0,2024-01-06,1002.0
CUST1115,Vikram Rao,,37.0,125293.0,2024-11-11,15898.0
CUST1116,Anjali Nair,,53.0,35219.0,2024-03-31,32626.0
CUST1117,Pooja Iyer,MUMBAI,63.0,96282.0,2023-08-26,43618.0
CUST1118,Rahul Verma,Kolkata,54.0,45004.0,2024-10-21,39126.0
CUST1119,Karan Mehta,,53.0,89276.0,2023-11-20,46696.0
CUST1120,Sneha Gupta,Kolkata,57.0,139450.0,2023-11-06,49292.0
CUST1121,Pooja Iyer,,65.0,123674.0,2025-04-18,42180.0
CUST1122,Karan Mehta,Kolkata,,54226.0,2024-01-16,37615.0
CUST1123,Amit Sharma,Chennai,28.0,57568.0,2023-05-13,9539.0
CUST1124,Sneha Gupta,Mumbai,50.0,124992.0,2024-06-22,27096.0
CUST1125,Pooja Iyer,Kolkata,60.0,77760.0,2023-10-11,5717.0
CUST1126,Pooja Iyer,Bangalore,35.0,19683.0,2023-08-03,37298.0
CUST1127,Pooja Iyer,Chennai,58.0,57174.0,2024-04-06,
CUST1128,Vikram Rao,Bangalore,,22986.0,2024-01-31,9917.0
CUST1129,Rahul Verma,Kolkata,37.0,130434.0,2025-03-10,27243.0
CUST1130,Priya Singh,Chennai,44.0,100339.0,2023-12-19,44684.0
CUST1131,Pooja Iyer,Delhi,53.0,39902.0,2023-12-26,35026.0
CUST1132,Vikram Rao,Bangalore,66.0,21591.0,2024-01-30,36910.0
CUST1133,Vikram Rao,,45.0,95436.0,2023-01-16,11417.0
CUST1134,Priya Singh,Kolkata,69.0,25963.0,2024-07-02,15012.0
CUST1135,Amit Sharma,delhi,18.0,70262.0,2023-09-20,31967.0
CUST1136,Priya Singh,Delhi,39.0,23478.0,2024-01-20,
CUST1137,Amit Sharma,Chennai,69.0,111891.0,2024-06-01,45396.0
CUST1138,Anjali Nair,,64.0,138196.0,2023-03-16,17827.0
CUST1139,Amit Sharma,,23.0,103043.0,2024-08-06,2734.0
CUST1140,Amit Sharma,Bangalore,35.0,,2024-08-23,46039.0
CUST1141,Sneha Gupta,Delhi,24.0,32694.0,2025-05-05,29359.0
CUST1142,Sneha Gupta,,26.0,69520.0,2023-04-24,2883.0
CUST1143,Amit Sharma,delhi,41.0,,2025-03-12,20492.0
CUST1144,Rahul Verma,Chennai,34.0,136898.0,2023-07-27,40737.0
CUST1145,Sneha Gupta,Delhi,38.0,113642.0,2023-09-20,4112.0
CUST1146,Priya Singh,,21.0,124695.0,2023-03-24,18202.0
CUST1147,Karan Mehta,MUMBAI,,19818.0,2024-07-07,16655.0
CUST1148,Sneha Gupta,Mumbai,24.0,87681.0,2024-05-24,34846.0
CUST1149,Sneha Gupta,MUMBAI,,,2024-07-24,3854.0
CUST1150,Karan Mehta,delhi,58.0,24053.0,2024-03-25,43484.0
CUST1151,Karan Mehta,Mumbai,55.0,73160.0,2024-09-21,9268.0
CUST1152,Sneha Gupta,Mumbai,53.0,146423.0,2025-02-22,23732.0
CUST1153,Priya Singh,Chennai,20.0,49415.0,2024-12-21,30386.0
CUST1154,Vikram Rao,Delhi,,60452.0,2023-09-25,17886.0
CUST1155,Vikram Rao,Kolkata,49.0,,2025-05-12,
CUST1156,Karan Mehta,Delhi,46.0,132451.0,2023-05-31,12523.0
CUST1157,Vikram Rao,Mumbai,65.0,50712.0,2025-03-06,40202.0
CUST1158,Rahul Verma,Kolkata,69.0,139279.0,2023-06-21,22499.0
CUST1159,Anjali Nair,MUMBAI,61.0,102993.0,2023-07-21,32669.0
CUST1160,Anjali Nair,Bangalore,67.0,45361.0,2023-04-29,36784.0
CUST1161,Rahul Verma,Bangalore,60.0,86770.0,2023-11-13,6923.0
CUST1162,Anjali Nair,Kolkata,25.0,18688.0,2023-01-24,1845.0
CUST1163,Karan Mehta,Bangalore,25.0,30743.0,2024-12-05,36195.0
CUST1164,Vikram Rao,Kolkata,54.0,99305.0,2024-01-02,16492.0
CUST1165,Priya Singh,,150.0,98814.0,2023-08-12,21841.0
CUST1166,Priya Singh,Mumbai,,,2025-05-14,34457.0
CUST1167,Amit Sharma,Bangalore,43.0,49612.0,2024-11-22,45101.0
CUST1168,Amit Sharma,MUMBAI,36.0,22609.0,2023-01-20,12269.0
CUST1169,Rahul Verma,Bangalore,38.0,119245.0,2024-05-22,33628.0
CUST1170,Pooja Iyer,Chennai,62.0,38857.0,2023-08-22,5558.0
CUST1171,Vikram Rao,,67.0,114071.0,2023-12-07,
CUST1172,Pooja Iyer,delhi,28.0,,2024-10-22,10456.0
CUST1173,Pooja Iyer,Chennai,46.0,96199.0,2024-12-10,22548.0
CUST1174,Karan Mehta,Mumbai,53.0,35569.0,2024-09-08,24344.0
CUST1175,Amit Sharma,Chennai,40.0,58287.0,2024-11-10,
CUST1176,Anjali Nair,Kolkata,150.0,124410.0,2023-05-06,48859.0
CUST1177,Anjali Nair,,59.0,121141.0,2023-09-28,
CUST1178,Anjali Nair,Mumbai,64.0,119570.0,2023-06-24,27751.0
CUST1179,Rahul Verma,,19.0,46846.0,2025-02-21,7479.0
CUST1180,Amit Sharma,delhi,27.0,,2023-04-26,33552.0
CUST1181,Sneha Gupta,MUMBAI,51.0,22365.0,2025-02-20,33133.0
CUST1182,Karan Mehta,Mumbai,51.0,25896.0,2024-01-31,13255.0
CUST1183,Karan Mehta,Chennai,41.0,135272.0,2023-10-13,21400.0
CUST1184,Vikram Rao,Chennai,45.0,89166.0,2023-08-07,3806.0
CUST1185,Priya Singh,Kolkata,45.0,81993.0,2023-05-07,22285.0
CUST1186,Amit Sharma,Bangalore,33.0,20235.0,2023-04-30,15909.0
CUST1187,Anjali Nair,MUMBAI,41.0,140561.0,2024-10-03,
CUST1188,Priya Singh,,-5.0,44282.0,2023-05-10,19451.0
CUST1189,Anjali Nair,delhi,64.0,141613.0,2024-02-07,34819.0
CUST1190,Vikram Rao,Chennai,61.0,104180.0,2024-01-05,6568.0
CUST1191,Rahul Verma,delhi,62.0,50619.0,2023-06-05,18138.0
CUST1192,Karan Mehta,Delhi,40.0,42865.0,2024-06-14,
CUST1193,Sneha Gupta,Bangalore,18.0,27028.0,2023-09-16,17295.0
CUST1194,Vikram Rao,Delhi,63.0,18299.0,2024-05-09,27611.0
CUST1195,Sneha Gupta,Delhi,34.0,39813.0,2023-06-22,47065.0
CUST1196,Sneha Gupta,Delhi,-5.0,141968.0,2024-02-04,-100.0
CUST1197,Rahul Verma,MUMBAI,68.0,48252.0,2024-03-27,38687.0
CUST1198,Amit Sharma,MUMBAI,67.0,72698.0,2023-06-05,39041.0
CUST1199,Vikram Rao,Delhi,66.0,92485.0,2023-08-11,10649.0
CUST1200,Karan Mehta,MUMBAI,53.0,121442.0,2024-10-21,12444.0
CUST1201,Karan Mehta,Kolkata,36.0,21648.0,2024-06-09,45263.0
CUST1202,Vikram Rao,Chennai,69.0,65683.0,2024-07-29,34336.0
CUST1203,Sneha Gupta,Kolkata,50.0,58710.0,2024-12-27,25671.0
CUST1204,Anjali Nair,Bangalore,-5.0,47814.0,2023-03-14,42242.0
CUST1205,Sneha Gupta,,27.0,45756.0,2023-05-21,44087.0
CUST1206,Vikram Rao,,50.0,100992.0,2024-11-09,4388.0
CUST1207,Rahul Verma,MUMBAI,49.0,57105.0,2023-06-07,32222.0
CUST1208,Amit Sharma,Bangalore,34.0,129316.0,2024-10-03,44568.0
CUST1209,Vikram Rao,Chennai,34.0,121320.0,2025-02-12,28961.0
CUST1210,Rahul Verma,delhi,42.0,114482.0,2024-02-17,10673.0
CUST1211,Priya Singh,Delhi,51.0,40079.0,2024-02-25,12486.0
CUST1212,Rahul Verma,Mumbai,22.0,91383.0,2024-08-01,6391.0
CUST1213,Rahul Verma,Bangalore,23.0,119101.0,2024-04-30,33649.0
CUST1214,Pooja Iyer,delhi,49.0,27626.0,2024-06-11,20644.0
CUST1215,Amit Sharma,Chennai,54.0,33122.0,2024-11-11,36149.0
CUST1216,Priya Singh,Chennai,65.0,101052.0,2023-07-25,35595.0
CUST1217,Pooja Iyer,delhi,26.0,26975.0,2023-07-15,49935.0
CUST1218,Anjali Nair,Bangalore,51.0,121358.0,2023-06-25,2608.0
CUST1219,Vikram Rao,Bangalore,61.0,74231.0,2024-08-27,
CUST1220,Amit Sharma,Mumbai,21.0,41027.0,2023-02-13,20524.0
CUST1221,Karan Mehta,Chennai,21.0,,2024-02-14,27558.0
CUST1222,Priya Singh,Delhi,46.0,143529.0,2023-06-12,26916.0
CUST1223,Amit Sharma,Chennai,-5.0,66566.0,2024-03-17,31759.0
CUST1224,Amit Sharma,delhi,60.0,40483.0,2023-05-06,29562.0
CUST1225,Priya Singh,delhi,39.0,67240.0,2025-02-23,8148.0
CUST1226,Anjali Nair,Mumbai,44.0,85869.0,2024-11-20,36986.0
CUST1227,Sneha Gupta,,57.0,129209.0,2023-05-26,46308.0
CUST1228,Pooja Iyer,MUMBAI,40.0,61498.0,2025-02-19,28565.0
CUST1229,Priya Singh,Delhi,49.0,110758.0,2024-05-31,48139.0
CUST1230,Amit Sharma,,55.0,,2023-04-12,27016.0
CUST1231,Karan Mehta,Delhi,55.0,84528.0,2024-04-23,31920.0
CUST1232,Anjali Nair,Bangalore,53.0,130999.0,2025-04-25,
CUST1233,Priya Singh,Bangalore,51.0,123728.0,2023-08-28,34556.0
CUST1234,Karan Mehta,Bangalore,55.0,57859.0,2024-11-17,14454.0
CUST1235,Pooja Iyer,Mumbai,44.0,103319.0,2023-10-26,
CUST1236,Anjali Nair,Mumbai,51.0,125050.0,2024-03-08,16747.0
CUST1237,Priya Singh,Delhi,30.0,68516.0,2025-05-19,47825.0
CUST1238,Anjali Nair,Mumbai,21.0,85200.0,2023-12-31,32441.0
CUST1239,Pooja Iyer,Delhi,,139779.0,2023-01-02,43434.0
CUST1240,Pooja Iyer,Mumbai,43.0,97377.0,2024-04-01,4220.0
CUST1241,Vikram Rao,Chennai,150.0,134670.0,2023-12-15,29856.0
CUST1242,Amit Sharma,MUMBAI,18.0,99080.0,2024-01-14,49147.0
CUST1243,Amit Sharma,Kolkata,44.0,79820.0,2025-02-01,
CUST1244,Vikram Rao,MUMBAI,36.0,117093.0,2023-10-18,2743.0
CUST1245,Anjali Nair,,62.0,33895.0,2023-06-18,
CUST1246,Anjali Nair,Kolkata,25.0,29378.0,2024-01-31,-100.0
CUST1247,Priya Singh,MUMBAI,20.0,129794.0,2024-08-11,24545.0
CUST1248,Amit Sharma,Bangalore,62.0,104059.0,2024-11-12,45349.0
CUST1249,Sneha Gupta,Chennai,34.0,136459.0,2023-08-20,30591.0
CUST1250,Karan Mehta,Chennai,60.0,,2024-09-06,44469.0
CUST1251,Rahul Verma,MUMBAI,31.0,36183.0,2024-12-17,32032.0
CUST1252,Karan Mehta,Chennai,150.0,24824.0,2024-06-09,17159.0
CUST1253,Karan Mehta,,34.0,63996.0,2024-01-14,14606.0
CUST1254,Rahul Verma,MUMBAI,24.0,27028.0,2023-10-25,35295.0
CUST1255,Karan Mehta,Bangalore,59.0,,2024-06-14,21086.0
CUST1256,Priya Singh,Delhi,36.0,19341.0,2023-08-16,5100.0
CUST1257,Anjali Nair,Mumbai,19.0,109638.0,2024-03-11,22529.0
CUST1258,Amit Sharma,Bangalore,47.0,146750.0,2023-06-18,1116.0
CUST1259,Vikram Rao,Kolkata,18.0,129889.0,2023-05-02,32206.0
CUST1260,Vikram Rao,,57.0,98141.0,2024-09-29,27028.0
CUST1261,Karan Mehta,Mumbai,68.0,42835.0,2023-04-20,6246.0
CUST1262,Amit Sharma,delhi,20.0,141850.0,2024-02-11,25036.0
CUST1263,Amit Sharma,Delhi,58.0,,2024-07-18,44214.0
CUST1264,Pooja Iyer,delhi,46.0,128708.0,2024-04-23,18104.0
CUST1265,Anjali Nair,delhi,57.0,100650.0,2023-11-08,
CUST1266,Anjali Nair,,45.0,124183.0,2023-10-13,21585.0
CUST1267,Sneha Gupta,Bangalore,35.0,,2024-07-10,2280.0
CUST1268,Karan Mehta,MUMBAI,63.0,93541.0,2024-03-16,33150.0
CUST1269,Anjali Nair,Bangalore,64.0,139397.0,2023-03-20,
CUST1270,Vikram Rao,Kolkata,18.0,50002.0,2024-03-07,15553.0
CUST1271,Rahul Verma,Kolkata,35.0,126008.0,2023-05-17,9732.0
CUST1272,Karan Mehta,Chennai,20.0,63967.0,2023-11-18,18995.0
CUST1273,Amit Sharma,Kolkata,59.0,88080.0,2023-05-13,-100.0
CUST1274,Karan Mehta,Kolkata,28.0,63484.0,2024-07-04,16967.0
CUST1275,Pooja Iyer,Kolkata,20.0,64924.0,2023-01-19,19235.0
CUST1276,Rahul Verma,MUMBAI,,147791.0,2023-09-21,42018.0
CUST1277,Pooja Iyer,Bangalore,34.0,,2024-06-22,
CUST1278,Priya Singh,delhi,40.0,26807.0,2023-10-24,15673.0
CUST1279,Rahul Verma,,68.0,131910.0,2023-04-07,-100.0
CUST1280,Amit Sharma,Delhi,-5.0,62374.0,2023-02-04,6851.0
CUST1281,Vikram Rao,Chennai,60.0,78122.0,2024-03-19,42653.0
CUST1282,Priya Singh,Bangalore,59.0,70891.0,2023-08-03,36371.0
CUST1283,Vikram Rao,,59.0,63312.0,2023-12-07,41188.0
CUST1284,Karan Mehta,Kolkata,57.0,135766.0,2024-02-07,1480.0
CUST1285,Rahul Verma,Mumbai,30.0,59438.0,2023-06-06,47036.0
CUST1286,Rahul Verma,delhi,-5.0,,2024-02-05,40585.0
CUST1287,Vikram Rao,delhi,20.0,19549.0,2024-04-17,33423.0
CUST1288,Karan Mehta,,32.0,85058.0,2023-01-06,16647.0
CUST1289,Amit Sharma,Mumbai,18.0,54947.0,2024-08-03,43218.0
CUST1290,Sneha Gupta,Kolkata,61.0,107206.0,2023-12-18,24919.0
CUST1291,Vikram Rao,Delhi,66.0,62718.0,2023-05-31,31473.0
CUST1292,Anjali Nair,Mumbai,31.0,119856.0,2023-07-06,3387.0
CUST1293,Vikram Rao,Bangalore,55.0,134999.0,2024-05-15,40241.0
CUST1294,Rahul Verma,Delhi,50.0,98552.0,2024-12-14,46378.0
CUST1295,Priya Singh,MUMBAI,36.0,122196.0,2023-05-24,18025.0
CUST1296,Priya Singh,Mumbai,,30235.0,2024-04-04,2529.0
CUST1297,Vikram Rao,Delhi,,110779.0,2024-09-22,9103.0
CUST1298,Anjali Nair,Mumbai,43.0,52394.0,2023-05-07,
CUST1299,Vikram Rao,Delhi,36.0,135493.0,2025-05-06,39215.0
CUST1300,Amit Sharma,MUMBAI,-5.0,117302.0,2024-09-07,27309.0
CUST1301,Rahul Verma,Kolkata,,46286.0,2024-02-04,31209.0
CUST1302,Pooja Iyer,Mumbai,150.0,120806.0,2024-02-24,6401.0
CUST1303,Amit Sharma,MUMBAI,52.0,62513.0,2023-09-10,34466.0
CUST1304,Anjali Nair,Kolkata,59.0,124092.0,2024-02-11,
CUST1305,Anjali Nair,Chennai,68.0,42866.0,2023-05-15,
CUST1306,Rahul Verma,Kolkata,40.0,134934.0,2025-03-26,14562.0
CUST1307,Sneha Gupta,Chennai,19.0,89225.0,2025-03-19,32343.0
CUST1308,Priya Singh,Mumbai,57.0,61722.0,2023-10-16,14733.0
CUST1309,Amit Sharma,Delhi,-5.0,48376.0,2023-08-26,46783.0
CUST1310,Pooja Iyer,Delhi,21.0,147406.0,2023-10-20,23124.0
CUST1311,Pooja Iyer,Mumbai,45.0,22589.0,2025-06-11,39428.0
CUST1312,Rahul Verma,delhi,36.0,40956.0,2023-03-27,24937.0
CUST1313,Amit Sharma,Chennai,-5.0,138772.0,2025-04-13,41584.0
CUST1314,Pooja Iyer,Kolkata,44.0,33310.0,2025-06-04,9604.0
CUST1315,Priya Singh,,29.0,43140.0,2023-09-07,3541.0
CUST1316,Priya Singh,Delhi,23.0,28204.0,2025-04-22,-100.0
CUST1317,Sneha Gupta,,43.0,110473.0,2025-04-27,22388.0
CUST1318,Sneha Gupta,Chennai,42.0,134687.0,2024-09-09,
CUST1319,Anjali Nair,Mumbai,53.0,83049.0,2024-02-25,16568.0
CUST1320,Priya Singh,Bangalore,60.0,87105.0,2023-09-16,16882.0
CUST1321,Karan Mehta,Kolkata,61.0,34870.0,2023-09-06,
CUST1322,Pooja Iyer,Chennai,65.0,73918.0,2023-01-17,45722.0
CUST1323,Priya Singh,Delhi,65.0,16849.0,2023-10-07,2455.0
CUST1324,Sneha Gupta,MUMBAI,57.0,77315.0,2025-05-09,29863.0
CUST1325,Rahul Verma,Delhi,46.0,78111.0,2024-08-09,
CUST1326,Priya Singh,Kolkata,44.0,27793.0,2024-12-16,28203.0
CUST1327,Pooja Iyer,,35.0,147021.0,2023-06-26,9401.0
CUST1328,Sneha Gupta,delhi,66.0,135379.0,2023-06-21,20640.0
CUST1329,Karan Mehta,Chennai,25.0,,2025-01-28,24467.0
CUST1330,Vikram Rao,MUMBAI,28.0,129234.0,2023-11-24,-100.0
CUST1331,Vikram Rao,Mumbai,63.0,148717.0,2025-02-10,6526.0
CUST1332,Rahul Verma,delhi,,138977.0,2023-08-20,43696.0
CUST1333,Karan Mehta,Chennai,66.0,33369.0,2024-02-04,24156.0
CUST1334,Sneha Gupta,MUMBAI,47.0,40726.0,2023-01-15,27490.0
CUST1335,Priya Singh,Kolkata,68.0,106413.0,2024-04-06,
CUST1336,Anjali Nair,Chennai,64.0,128910.0,2025-02-04,9862.0
CUST1337,Rahul Verma,Chennai,150.0,77605.0,2025-04-09,
CUST1338,Sneha Gupta,Chennai,36.0,124440.0,2025-01-22,17825.0
CUST1339,Amit Sharma,Kolkata,28.0,136598.0,2023-07-02,21309.0
CUST1340,Pooja Iyer,MUMBAI,46.0,53567.0,2023-02-21,11972.0
CUST1341,Pooja Iyer,,67.0,49484.0,2025-05-07,3729.0
CUST1342,Vikram Rao,MUMBAI,33.0,43937.0,2024-10-23,6236.0
CUST1343,Vikram Rao,Mumbai,27.0,85577.0,2023-07-31,21567.0
CUST1344,Anjali Nair,Kolkata,56.0,115391.0,2023-12-01,41792.0
CUST1345,Vikram Rao,Bangalore,45.0,74790.0,2023-11-02,34702.0
CUST1346,Anjali Nair,,43.0,,2024-04-22,6526.0
CUST1347,Priya Singh,,63.0,117489.0,2023-10-10,
CUST1348,Karan Mehta,Mumbai,36.0,28534.0,2023-01-28,9693.0
CUST1349,Rahul Verma,Chennai,53.0,146016.0,2023-03-18,26923.0
CUST1350,Rahul Verma,Mumbai,55.0,134050.0,2023-09-10,4710.0
CUST1351,Karan Mehta,Chennai,35.0,109572.0,2023-11-14,36646.0
